estudio,clave,situacion,orden,record_id,tipo_informe,informe_para_extraer,informes_del_estudio,anio,revista,titulo
78,T:efficacyofbacteriophagetherapyinthetreatmentofdiabeticfootulcersapilotstudyfroms,solo-resumen,288,Re9fa49ae6d,resumen de congreso,SI,1,2025,International journal of diabetes in developing countries,Efficacy of Bacteriophage Therapy in the Treatment of Diabetic Foot Ulcers: a Pilot Study from South India
80,T:bacteriophagetherapyasapotentialmanagementoptionforsurgicalwoundinfections,extraible,321,Rde30f4212d,articulo,SI,1,2020,"PHAGE: Therapy, Applications, and Research",Bacteriophage Therapy as a Potential Management Option for Surgical Wound Infections
81,T:bacteriophagetherapyasatreatmentoptionfortransplantinfections,extraible,324,Rbcb0bd26fd,articulo,SI,1,2020,Current opinion in infectious diseases,Bacteriophage therapy as a treatment option for transplant infections.
82,NCT04596319,solo-registro,328,Ra0a7764be2,ficha de registro,SI,2,2020,,Ph 1/2 Study Evaluating Safety and Tolerability of Inhaled AP-PA02 in Subjects With Chronic Pseudomonas Aeruginosa Lung Infections and Cystic Fibrosis
82,NCT04596319,solo-registro,329,Ra27f5e9de1,ficha de registro,no,2,2020,https://clinicaltrials.gov/ct2/show/NCT04596319,Ph 1/2 Study Evaluating Safety and Tolerability of Inhaled AP-PA02 in Subjects With Chronic Pseudomonas Aeruginosa Lung Infections and Cystic Fibrosis
83,NCT06368388,extraible,336,Ra669243a04,articulo,SI,2,2021,Viruses,Bacteriophage Therapy for Difficult-to-Treat Infections: The Implementation of a Multidisciplinary Phage Task Force (The PHAGEFORCE Study Protocol).
83,NCT06368388,extraible,1141,R23483b48bc,ficha de registro,no,2,2021,,Bacteriophage Therapy for Difficult-to-treat Infections: the Implementation of a Multidisciplinary Phage Task Force
84,NCT05616221,solo-registro,353,Rc74ef3ed71,ficha de registro,no,2,2022,https://clinicaltrials.gov/study/NCT05616221,"Study to Evaluate the Safety, Phage Kinetics, and Efficacy of Inhaled AP-PA02 in Subjects With Non-Cystic Fibrosis Bronchiectasis and Chronic Pulmonary Pseudomonas Aeruginosa Infection"
84,NCT05616221,solo-registro,367,R86898bdcba,ficha de registro,SI,2,2023,,"Study to Evaluate the Safety, Phage Kinetics, and Efficacy of Inhaled AP-PA02 in Subjects With Non-Cystic Fibrosis Bronchiectasis and Chronic Pulmonary Pseudomonas Aeruginosa Infection"
85,T:firstinhumanapplicationofdoublestrandedrnabacteriophageinthetreatmentofpulmonary,extraible,359,R188612f054,articulo,SI,1,2023,Microbial biotechnology,First-in-human application of double-stranded RNA bacteriophage in the treatment of pulmonary Pseudomonas aeruginosa infection.
86,T:inhalationphagetherapyasanewapproachtopreventingsecondarybacterialpneumoniainpat,extraible,361,R9a169ae02f,articulo,SI,2,2023,Journal of Drug Delivery Science and Technology,Inhalation phage therapy as a new approach to preventing secondary bacterial pneumonia in patients with moderate to severe COVID-19: A double-blind clinical trial study
86,T:inhalationphagetherapyasanewapproachtopreventingsecondarybacterialpneumoniainpat,extraible,362,R9d091cf924,articulo,no,2,2023,Journal of drug delivery science and technology,Inhalation phage therapy as a new approach to preventing secondary bacterial pneumonia in patients with moderate to severe COVID-19: a double-blind clinical trial study
87,NCT06185920,solo-registro,364,R4be8d3bd67,ficha de registro,SI,1,2023,,PHAGEinLYON Clinic Cohort Study: a Descriptive Study of Severe Infections Treated With Phage Therapy at the HCL.
88,T:casereportpersonalizedtriplephageantibioticcombinationtherapytorescuenecrotizing,extraible,373,R0b195c9d15,articulo,SI,1,2024,Frontiers in cellular and infection microbiology,Case report: Personalized triple phage-antibiotic combination therapy to rescue necrotizing fasciitis caused by Panton-Valentine leukocidin-producing MRSA in a 12-year-old boy.
91,T:analysisofproandantiinflammatorygeneresponsepatternsinpatientsreceivingphagether,extraible,387,R72f673966a,articulo,SI,1,2025,International journal of molecular sciences,Analysis of Pro- and Anti-Inflammatory Gene Response Patterns in Patients Receiving Phage Therapy.
92,T:phagetherapyanalysisofeffectivenessincomorbidpatientswithwoundsandsurgicalinfect,extraible,399,R0ba25ff795,articulo,SI,1,2025,Pirogov Russian Journal of Surgery,Phage therapy analysis of effectiveness in comorbid patients with wounds and surgical infections of various etiology based on the results of a comparative clinical study; [Анализ эффективности фаговой терапии у коморбидных пациентов с ранами и хирургической инфекцией различной этиологии по результатам сравнительного клинического исследования]
93,T:pharmacodynamicindividualizationofphagetherapyagainstakpc5producingpseudomonasae,extraible,414,Rc8ff79c3d5,articulo,SI,1,2026,JAC-antimicrobial resistance,Pharmacodynamic individualization of phage therapy against a KPC-5-producing Pseudomonas aeruginosa.
94,T:timelybespokephageantibioticcombinationtotreatrefractorypseudomonasaeruginosamed,extraible,418,Rfc0fff7284,articulo,SI,1,2026,Nature Communications ,Timely bespoke phage-antibiotic combination to treat refractory Pseudomonas aeruginosa mediastinitis and vascular graft infection.
95,T:bacteriallysisautophagyandinnateimmuneresponsesduringadjunctivephagetherapyinach,extraible,436,Ra1f20b8500,articulo,SI,1,2021,EMBO molecular medicine,"Bacterial lysis, autophagy and innate immune responses during adjunctive phage therapy in a child."
96,T:lowimmunogenicityofintravesicalphagetherapyforurogenitarytractinfections,extraible,443,Re198b54d4f,articulo,SI,1,2021,Antibiotics,Low immunogenicity of intravesical phage therapy for urogenitary tract infections
97,NCT04815798,solo-registro,445,R3d7a0bb6e2,ficha de registro,no,2,2021,https://clinicaltrials.gov/show/NCT04815798,Phage Therapy for the Prevention and Treatment of Pressure Ulcers
97,NCT04815798,solo-registro,1217,Rcb166dcd37,ficha de registro,SI,2,2022,,Phage Therapy for the Prevention and Treatment of Pressure Ulcers.
98,T:bacteriophagetherapyasatreatmentoptionforcomplexcardiovascularimplantinfectionth,extraible,451,Rc14af04e09,articulo,SI,1,2022,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Bacteriophage therapy as a treatment option for complex cardiovascular implant infection: The German Heart Center Berlin experience.
99,T:evaluationofsafetyandeffectivenessofanebulisedphagecocktailinpatientswithchronic,solo-registro,464,R96667a0c25,ficha de registro,SI,1,2023,https://trialsearch.who.int/Trial2.aspx?TrialID=ACTRN12623000542695,Evaluation of safety and effectiveness of a nebulised phage cocktail in patients with chronic rhinosinusitis (CRS)
101,T:theefficacyofinhaledphagecocktailtopreventventilatorassociatedpneumoniainchildre,extraible,498,R2395232511,articulo,SI,2,2025,Biomedicines,The Efficacy of Inhaled Phage Cocktail to Prevent Ventilator-Associated Pneumonia in Children: A Double-Blind Clinical Trial
101,T:theefficacyofinhaledphagecocktailtopreventventilatorassociatedpneumoniainchildre,extraible,499,R1ea2de24a9,articulo,no,2,2025,Biomedicines,The Efficacy of Inhaled Phage Cocktail to Prevent Ventilator-Associated Pneumonia in Children: a Double-Blind Clinical Trial
102,T:arandomizeddoubleblindclinicaltrialofphagenebulizedinhalationforthetreatmentofre,solo-registro,500,Rc16af7be8b,ficha de registro,SI,1,2026,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600122738,"A randomized, double-blind clinical trial of phage nebulized inhalation for the treatment of respiratory tract infections caused by multi-drug resistant Pseudomonas aeruginosa"
103,T:phagetherapyofpurulentwoundscomparativeclinicalcytomorphologicalandmicrobiologic,extraible,506,R7456f123b7,articulo,SI,1,2026,Pirogov Russian Journal of Surgery,Phage therapy of purulent wounds: comparative clinical cytomorphological and microbiological analysis of effectiveness; [Фаготерапиягнойныхран:сравнительныйклинико-цитоморфологический и микробиологический анализ эффективности]
104,NCT06798168,solo-registro,512,Rb19dcd4efb,ficha de registro,SI,1,,,Bacteriophage Clinical Trial for Periprosthetic Joint Infection of Multidrug Resistant Pseudomonas Aeruginosa
105,T:innovationsforthetreatmentofacomplexboneandjointinfectionduetoxdrpseudomonasaeru,extraible,525,Rad03dbff94,articulo,SI,1,2018,The Journal of antimicrobial chemotherapy,Innovations for the treatment of a complex bone and joint infection due to XDR Pseudomonas aeruginosa including local application of a selected cocktail of bacteriophages.
106,T:phagetreatmentofanaorticgraftinfectedwithpseudomonasaeruginosa,extraible,529,R4c045cf31e,articulo,SI,1,2018,"Evolution, medicine, and public health",Phage treatment of an aortic graft infected with Pseudomonas aeruginosa.
107,NCT05269121,solo-registro,565,Rd722f8e7bc,ficha de registro,SI,1,2022,,Bacteriophage Therapy in First Time Chronic Prosthetic Joint Infections
108,NCT05498363,extraible,606,R3841f327ba,articulo,SI,2,2024,Nature microbiology,"Personalized bacteriophage therapy outcomes for 100 consecutive cases: a multicentre, multinational, retrospective observational study."
108,NCT05498363,extraible,999,R39bc0a2a80,ficha de registro,no,2,2008,,Bacteriophage Therapy of Difficult-to-treat Infections
110,T:successfuluseofphageandantibioticstherapyfortheeradicationoftwobacterialpathogen,extraible,613,Rf9e8793e57,articulo,SI,1,2024,"Methods in molecular biology (Clifton, N.J.)",Successful Use of Phage and Antibiotics Therapy for the Eradication of Two Bacterial Pathogens from the Respiratory Tract of an Infant.
111,NCT07202234,solo-registro,620,R413debb856,ficha de registro,SI,2,2025,https://clinicaltrials.gov/study/NCT07202234,Bacteriophage Cocktail Therapy for Multidrug-Resistant Gram-Negative Ventilator-Associated Pneumonia
111,NCT07202234,solo-registro,1963,Red9286ca0b,ficha de registro,no,2,2025,,Bacteriophage Cocktail Therapy for Multidrug-Resistant Gram-Negative Ventilator-Associated Pneumonia
112,NCT07280598,solo-registro,639,R0765f3e9d9,ficha de registro,SI,1,2025,,Safety of Combined Intravenous Antibiotic and Bacteriophage Therapy in Adults With Cystic Fibrosis and Antibiotic-Resistant Lung Infections
113,NCT07619924,solo-registro,653,R478cf184a3,ficha de registro,SI,2,2026,https://clinicaltrials.gov/study/NCT07619924,Randomized Controlled Study on the Safety and Efficacy of Phage Cocktail in the Treatment of Multidrug-Resistant Bacterial Skin Infections
113,NCT07619924,solo-registro,1636,Rdff19cdd5b,ficha de registro,no,2,2025,,Randomized Controlled Study on the Safety and Efficacy of Phage Cocktail in the Treatment of Multidrug-Resistant Bacterial Skin Infections
114,NCT04636554,solo-registro,659,Racba465763,ficha de registro,SI,1,,,Personalized Phage Treatment in Covid-19 Patients With Bacterial Co-Infections Microbials for Pneumonia or Bacteremia/Septicemia
115,T:antiphageactivityofseraduringphagetherapyinrelationtoitsoutcome,extraible,666,R0bfe86965a,articulo,SI,1,2017,Future microbiology,Antiphage activity of sera during phage therapy in relation to its outcome.
116,T:processingphagetherapyrequestsinabrusselsmilitaryhospitallessonsidentified,extraible,687,Rb9ec93cff9,articulo,SI,1,2019,Viruses,Processing Phage Therapy Requests in a Brussels Military Hospital: Lessons Identified.
117,T:antiphageserumantibodyresponsesandtheoutcomeofphagetherapy,extraible,708,Ra48f1861e9,articulo,SI,1,2021,Folia microbiologica,Anti-phage serum antibody responses and the outcome of phage therapy.
118,NCT03140085,extraible,720,R7fbc1e408c,articulo,SI,5,2021,The Lancet. Infectious diseases,"Intravesical bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the prostate: a randomised, placebo-controlled, double-blind clinical trial."
118,NCT03140085,extraible,1020,Ra4d543e854,articulo,no,5,2017,BMC urology,"Bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the prostate: a randomized, placebo-controlled, double-blind clinical trial."
118,NCT03140085,extraible,2768,R899d693366,ficha de registro,no,5,2017,,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Prostate
118,NCT03140085,extraible,2769,Ra399cc97d7,ficha de registro,no,5,2017,https://clinicaltrials.gov/show/NCT03140085,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Prostate
118,NCT03140085,extraible,2892,R326c83d964,resumen de congreso,no,5,2019,"European urology, supplements","Intravesical bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the prostate: a randomized, placebo-controlled, double-blind clinical trial"
119,T:phagetherapyforpreventionofsecondarybacterialpneumoniaincovid19,solo-registro,727,R910cda929d,ficha de registro,SI,1,2021,https://trialsearch.who.int/Trial2.aspx?TrialID=IRCT20111224008507N6,Phage therapy for prevention of secondary bacterial pneumonia in COVID-19
121,T:doantiphageantibodiespersistafterphagetherapyapreliminaryreport,extraible,743,R82609ed7d3,articulo,SI,1,2022,Antibiotics,Do Anti-Phage Antibodies Persist after Phage Therapy? A Preliminary Report
122,T:standardisedtreatmentandmonitoringprotocoltoassesssafetyandtolerabilityofbacteri,extraible,753,R2da73d7257,articulo,SI,1,2022,BMJ open,"Standardised treatment and monitoring protocol to assess safety and tolerability of bacteriophage therapy for adult and paediatric patients (STAMP study): protocol for an open-label, single-arm trial."
124,T:successfulbacteriophageantibioticcombinationtherapyagainstmultidrugresistantpseu,extraible,774,Ra969af6438,articulo,SI,1,2023,Viruses,Successful Bacteriophage-Antibiotic Combination Therapy against Multidrug-Resistant Pseudomonas aeruginosa Left Ventricular Assist Device Driveline Infection.
126,T:applicationofbacteriophagetherapyinthetreatmentofchildrenwithacutetonsillitis,extraible,786,Ra4e9fbb2ff,articulo,no,2,2024,International journal of pediatrics and adolescent medicine,Application of bacteriophage therapy in the treatment of children with acute tonsillitis
126,T:applicationofbacteriophagetherapyinthetreatmentofchildrenwithacutetonsillitis,extraible,787,Rf175166f20,articulo,SI,2,2024,International Journal of Pediatrics and Adolescent Medicine ,Application of bacteriophage therapy in the treatment of children with acute tonsillitis
129,T:phagetherapyfororthopaedicinfectionsthefirstthreecasesfromtheunitedkingdom,extraible,845,Re6bdbee7be,articulo,SI,1,2025,Antibiotics,Phage Therapy for Orthopaedic Infections: The First Three Cases from the United Kingdom
130,T:prolongeddiseaseremissionofthechronicimmunologicalskindisorderhidradenitissuppur,extraible,855,Rcfc3dae56a,articulo,SI,1,2025,Nature communications,Prolonged disease remission of the chronic immunological skin disorder hidradenitis suppurativa with adjunctive bacteriophage therapy.
131,T:resultsoftor001anopenlabelsinglepatientstudyusingtargetedbacteriophagetherapyfor,extraible,858,R8b119ef966,articulo,SI,1,2025,International journal of antimicrobial agents,Results of TOR001: An open-label single patient study using targeted bacteriophage therapy for the treatment of a chronic urinary tract infection
132,T:evaluationofthepotentialefficacyofbacteriophagetherapyforthemanagementofpressure,extraible,869,Rc63b7d8aac,articulo,SI,2,2026,Indian Journal of Critical Care Medicine,Evaluation of the Potential Efficacy of Bacteriophage Therapy for the Management of Pressure Ulcers and Its Comparison to Conventional Therapy: A Randomized Controlled Trial
132,T:evaluationofthepotentialefficacyofbacteriophagetherapyforthemanagementofpressure,extraible,870,R9504ca6b8e,articulo,no,2,2026,Indian journal of critical care medicine,Evaluation of the Potential Efficacy of Bacteriophage Therapy for the Management of Pressure Ulcers and Its Comparison to Conventional Therapy: a Randomized Controlled Trial
133,T:phagetherapyforthetreatmentforurinarytractinfectionresultsofinvitroscreeningsand,solo-resumen,890,Raa2e529a17,resumen de congreso,SI,1,2016,"European urology, supplements",Phage therapy for the treatment for urinary tract infection: results of in-vitro screenings and in-vivo application using commercially available bacteriophage cocktails
134,T:adaptedbacteriophagesfortreatingurinarytractinfections,extraible,896,Reba6a0e48c,articulo,SI,2,2018,Frontiers in microbiology,Adapted Bacteriophages for Treating Urinary Tract Infections.
134,T:adaptedbacteriophagesfortreatingurinarytractinfections,extraible,902,R35097ad062,resumen de congreso,no,2,2019,"European urology, supplements",Adapted bacteriophages for treating urinary tract infections
135,T:thepotentialinnovativeuseofbacteriophageswithinthedachydrogeltotreatpatientswith,extraible,913,Rf76e86bc31,articulo,SI,1,2020,Frontiers in Medicine,The Potential Innovative Use of Bacteriophages Within the DAC® Hydrogel to Treat Patients With Knee Megaprosthesis Infection Requiring “Debridement Antibiotics and Implant Retention” and Soft Tissue Coverage as Salvage Therapy
137,NCT07698002,solo-registro,982,Rfef2fe2708,ficha de registro,SI,2,2026,https://clinicaltrials.gov/study/NCT07698002,"""Debridement PhagE AnTibiotics for PJI"""
137,NCT07698002,solo-registro,10623,R80ac05ea69,ficha de registro,no,2,2026,,"""Debridement PhagE AnTibiotics for PJI"""
138,T:phrcn2015as01comparisonoftheefficacyofstandardtreatmentassociatedwithphagetherap,solo-registro,997,R0afae6295c,ficha de registro,SI,1,,,PHRC-N/2015/AS-01 - Comparison of the efficacy of standard treatment associated with phage therapy versus standard treatment plus placebo for diabetic foot ulcers infected by Staph
140,T:novelbacteriophagetherapyfortreatmentofleftventricularassistdeviceinfection,extraible,1085,R36411565f8,articulo,SI,1,2019,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Novel bacteriophage therapy for treatment of left ventricular assist device infection.
141,NCT04682964,solo-registro,1109,R09d4ba6319,ficha de registro,SI,1,2020,,Bacteriophage Therapy in Tonsillitis
143,T:chronicnonhealingulcerandbacteriophagetherapy,solo-registro,1149,R45e6601a0b,ficha de registro,SI,1,2021,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2021/12/038527,Chronic non healing ulcer and bacteriophage therapy
146,T:aretrospectiveobservationalstudyof12casesofexpandedaccesscustomizedphagetherapyp,extraible,1239,R3405f1429d,articulo,SI,1,2023,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,"A Retrospective, Observational Study of 12 Cases of Expanded-Access Customized Phage Therapy: Production, Characteristics, and Clinical Outcomes."
147,T:complexsurgicaltreatmentofrecurrentpostinjectionabscessinapatientwithsystemicaut,extraible,1251,R4d6d6ce617,articulo,SI,1,2023,Pirogov Russian Journal of Surgery,Complex surgical treatment of recurrent post-injection abscess in a patient with systemic autoimmune disease; [Комплексное хирургическое лечение рецидивирующего постинъекционного абсцесса на фоне системного аутоиммунного заболевания]
148,NCT05537519,solo-registro,1272,R221c13dfc7,ficha de registro,SI,1,2023,,Phage Therapy for the Treatment of Urinary Tract Infection
149,T:studytophagesforpreventionandtreatmentofdifficulttotreatresistantpseudomonasaeru,solo-registro,1336,R717df5fd85,ficha de registro,SI,1,2024,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2400094545,Study to phages for prevention and treatment of difficult-to-treat resistant Pseudomonas aeruginosa infection
150,NCT06827041,solo-registro,1343,Rea9d786d26,ficha de registro,SI,1,2024,,Use of Phage Therapy for Treatment of a Periprosthetic Joint Infection
152,T:theappearanceofantiphageantibodiesinseraofpatientstreatedwithphages,extraible,1410,R157654d30f,articulo,SI,1,2025,Antibiotics,The Appearance of Antiphage Antibodies in Sera of Patients Treated with Phages
153,NCT07382271,solo-registro,1433,Rbb08a249dc,ficha de registro,SI,1,2026,,"Evaluation of Safety and Efficacy of Phage Therapy for Drug-resistant Bacterial Infections: An Exploratory, Prospective Single-arm Study"
154,NCT06370598,solo-registro,1602,Re9525331c5,ficha de registro,SI,2,2024,https://clinicaltrials.gov/ct2/show/NCT06370598,Phase 1/2a to Assess the Safety and Tolerability of TP-122A for the Treatment of Ventilator-Associated Pneumonia
154,NCT06370598,solo-registro,4684,R6ce58a44af,ficha de registro,no,2,2024,,Phase 1/2a to Assess the Safety and Tolerability of TP-122A for the Treatment of Ventilator-Associated Pneumonia
155,T:efficacyandsafetyofbacteriophageintreatingseveredrugresistantlowerrespiratorytra,solo-registro,1623,Rab18b3d474,ficha de registro,SI,1,2025,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2500099778,Efficacy and safety of bacteriophage in treating severe drug-resistant lower respiratory tract infections in children: a randomized controlled trial
156,T:phase2brandomizeddoubleblindstudywithphageforcfsubjectswithpseudomonaslunginfect,solo-registro,1634,Rbc25e976cb,ficha de registro,SI,1,2025,https://trialsearch.who.int/Trial2.aspx?TrialID=CTIS2024-519856-94-00,"Phase 2b Randomized, Double-Blind Study with Phage for CF Subjects with Pseudomonas Lung Infection"
157,T:arandomizedplacebocontrolleddoubleblindclinicaltrialofbacteriophagecocktailsinch,extraible,1639,R18831247ea,articulo,SI,1,2026,The international journal of lower extremity wounds,"A Randomized, Placebo-controlled, Double-blind Clinical Trial of Bacteriophage Cocktails in Chronic Wound Infections."
158,NCT01818206,solo-registro,1674,R1517c6529b,ficha de registro,SI,1,2012,,Bacteriophage Effects on Pseudomonas Aeruginosa
159,T:bacteriophageenrichedgalenicforintrapericardialventricularassistdeviceinfection,extraible,1852,R4ad09fd8ae,articulo,SI,1,2022,Antibiotics,Bacteriophage-Enriched Galenic for Intrapericardial Ventricular Assist Device Infection
160,T:arandomizedcontrolledtrialonthesafetyandefficacyofphagecocktailtherapyformultidr,solo-registro,2024,R91b5b8d9ef,ficha de registro,SI,1,2026,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600125813,A Randomized Controlled Trial on the Safety and Efficacy of Phage Cocktail Therapy for Multidrug-Resistant Bacterial Skin Infections
161,NCT07492771,solo-registro,2044,R71d2c2521c,ficha de registro,SI,1,2026,,MP101 in Adults With Acute Pseudomonas Aeruginosa Pneumonia
162,T:phase1studyofmp101inadultswithacutepseudomonasaeruginosapneumonia,solo-registro,2047,R509b5448ca,ficha de registro,SI,1,2026,https://trialsearch.who.int/Trial2.aspx?TrialID=KCT0011717,Phase 1 Study of MP101 in Adults With Acute Pseudomonas aeruginosa Pneumonia
164,T:bacteriophageapplicationfordifficulttotreatmusculoskeletalinfectionsdevelopmento,extraible,2083,R3ec3a782bb,articulo,SI,1,2019,Viruses,Bacteriophage Application for Difficult-to-treat Musculoskeletal Infections: Development of a Standardized Multidisciplinary Treatment Protocol.
165,T:useofcustomizedbacteriophagesinthetreatmentofchronicnonhealingwoundsaprospective,extraible,2173,R9b7fc7c6a6,articulo,SI,1,2021,The international journal of lower extremity wounds,Use of Customized Bacteriophages in the Treatment of Chronic Nonhealing Wounds: A Prospective Study.
167,T:biologicaltherapyoninfectedtraumaticwoundsacasecontrolstudy,extraible,2267,Re6084b7743,articulo,SI,1,2024,The international journal of lower extremity wounds,Biological Therapy on Infected Traumatic Wounds: A Case-Control Study.
169,T:safetyandtolerabilityofbronchoscopicandnebulisedadministrationofbacteriophage,extraible,2315,Rd7ea09ed5c,articulo,SI,1,2024,Virus research,Safety and tolerability of bronchoscopic and nebulised administration of bacteriophage.
170,T:thoracicendovascularaneurysmrepairofarupturedzone0mycoticthoracicaorticaneurysm,extraible,2324,Rc513775cd3,articulo,SI,1,2024,Annals of Vascular Surgery - Brief Reports and Innovations,Thoracic endovascular aneurysm repair of a ruptured zone 0 mycotic thoracic aortic aneurysm
171,NCT07612605,solo-registro,2500,Rb65634196d,ficha de registro,SI,2,2026,https://clinicaltrials.gov/study/NCT07612605,Yiqi Huoxue Jiedu Formula Combined With Bacteriophages in the Treatment of Severe Pneumonia
171,NCT07612605,solo-registro,10926,R7312fa024a,ficha de registro,no,2,2026,,Yiqi Huoxue Jiedu Formula Combined With Bacteriophages in the Treatment of Severe Pneumonia
172,T:studytoassessthesafetyandefficacyofbacteriophageinthetreatmentofdiabeticfootinfe,solo-registro,2623,R21af282137,ficha de registro,SI,1,2023,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2023/11/059899,Study to assess the Safety and Efficacy of Bacteriophage in the treatment of Diabetic foot infection
173,T:useofbacteriophagesinthetreatmentofinfectedwoundsinpatientswhohaveallergytoantib,extraible,2761,R4a198d51c5,articulo,SI,1,2016,Surgical Chronicles,Use of bacteriophages in the treatment of infected wounds in patients who have allergy to antibiotics
177,T:arandomizeddoubleblindplacebocontrolledstudytoinvestigatetheuseofbacteriophagesi,extraible,3017,R7238cb8c19,articulo,SI,1,2021,Otolaryngologia polska = The Polish otolaryngology,"A randomized, double-blind, placebo- -controlled study to investigate the use of bacteriophages in patients with chronic rhinosinusitis with nasal polyps."
178,T:clinicalandlaboratoryjustificationforuseofpolyvalentbacteriophageintechniqueofde,extraible,3039,R58e4f5ffa4,articulo,SI,1,2021,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",CLINICAL AND LABORATORY JUSTIFICATION FOR USE OF POLYVALENT BACTERIOPHAGE IN TECHNIQUE OF DELAYED PRESCRIBING OF ANTIBIOTICS IN PATIENTS WITH ARS.
181,T:shorttermoutcomesofphageantibioticcombinationtreatmentinadultpatientswithperipro,extraible,3367,Rf2699aa65a,articulo,SI,1,2023,Viruses,Short-Term Outcomes of Phage-Antibiotic Combination Treatment in Adult Patients with Periprosthetic Hip Joint Infection.
182,NCT06938867,solo-registro,3708,R4360ac52ef,ficha de registro,SI,1,2025,,Phase 1b/2a Randomized Double-blind Study to Investigate Safety Tolerability PK PD Preliminary Efficacy of Oral Administration of SNIPR001 in Patients With Hematologic Malignancy Scheduled for Allogeneic Hematopoietic Stem-Cell Transplant Receiving FQ Prophylaxis & Harboring FQR Ecoli Pre-Transplant
184,T:severedarierdiseasecomplicatedbyrecurrentmultidrugresistantcutaneousinfection,extraible,3892,R419c6f6d67,articulo,SI,1,2026,JAAD Case Reports,Severe Darier disease complicated by recurrent multidrug-resistant cutaneous infection
185,T:themanagementofsternalmediastinitisinheartandlungtransplantpatientsan8yearexperi,extraible,3913,R667ca55ab2,articulo,SI,1,2026,"Journal of Plastic, Reconstructive and Aesthetic Surgery",The management of sternal mediastinitis in heart and lung transplant patients: An 8-year experience and application of reconstructive algorithm
186,T:phage4cure001athreepartrandomizeddoubleblindplacebocontrolledparallelgroupsadand,solo-registro,3927,R82ba22a1d4,ficha de registro,SI,1,,,"Phage4Cure-001 - A three part randomized, double-blind, placebo-controlled, parallel group SAD and MD clinical study to evaluate the safety, tolerability and preliminary efficacy o"
187,T:phage4cure001atwopartrandomizeddoubleblindplacebocontrolledparallelgroupsadandmd,solo-registro,3928,Rc6b6f2d004,ficha de registro,SI,1,,,"Phage4Cure-001 - A two part, randomized, double-blind, placebo-controlled, parallel group SAD and MD clinical study to evaluate the safety, tolerability and preliminary efficacy of"
188,T:potentialtreatmentmethodofrecurrenturinarytractinfectioninpostmenopausalkidneytr,solo-resumen,4064,R95ed8fa775,resumen de congreso,SI,1,2020,Nephrology dialysis transplantation,Potential treatment method of recurrent urinary tract infection in postmenopausal kidney transplant recipients: the results of pilot study
190,T:phageantibioticcombinationtherapyformultidrugresistantinfectionsaprospectivestud,solo-registro,4415,R03a7447506,ficha de registro,SI,1,2026,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600116642,Phage-Antibiotic Combination Therapy for Multidrug-Resistant Infections: a Prospective Study
191,T:bmx04002aphase2brandomizeddoubleblindplacebocontrolledmulticenterstudytoevaluate,solo-registro,4436,Rb4a8aeb7e8,ficha de registro,SI,1,,,"BMX-04-002 - A Phase 2b, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Nebulized Bacteriophage Treatment in Outpatient Adult Cystic Fibrosis (CF) Subj"
192,NCT04325685,solo-registro,4529,Rb7ef70c6bc,ficha de registro,SI,2,2020,,The Effect of Supraglottic and Oropharyngeal Decontamination on the Incidence of Ventilator-associated Pneumonia
192,NCT04325685,solo-registro,4530,Rf84921307f,ficha de registro,no,2,2020,https://clinicaltrials.gov/show/NCT04325685,The Effect of Supraglottic and Oropharyngeal Decontamination on the Incidence of Ventilator-associated Pneumonia
199,T:successfuluseofaphageendolysinfortreatmentofchronicpelvicpainsyndromechronicbact,extraible,5729,Rb9d3a3c831,articulo,SI,1,2023,Frontiers in Medicine,Successful use of a phage endolysin for treatment of chronic pelvic pain syndrome/chronic bacterial prostatitis
201,NCT06998043,solo-registro,6108,R4c32396f34,ficha de registro,SI,2,2025,https://clinicaltrials.gov/ct2/show/NCT06998043,Study With Phage for CF Subjects With Pseudomonas Lung Infection
201,NCT06998043,solo-registro,10550,R0460c7eae8,ficha de registro,no,2,2025,,Study With Phage for CF Subjects With Pseudomonas Lung Infection
202,T:theeffectofbacteriophageondiabeticfootulcers,solo-registro,6120,R07e092ec2e,ficha de registro,SI,1,2025,https://trialsearch.who.int/Trial2.aspx?TrialID=IRCT20250108064318N1,The effect of Bacteriophage on Diabetic foot Ulcers
